weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
6177.0,2024-04-20 16:23:00,London,Spring,45.0,75.0,15.734179733871109,18.498523020561088,2982,Rain,994.2254884744885
9771.0,2024-09-25 16:46:00,London,Autumn,16.923811151250934,54.0,1.3211723127298254,79.26216989250639,1855,Clear,1022.9098610740359
6091.0,2024-06-25 11:49:00,London,Summer,6.613943678280014,51.0,6.065063383368185,31.654129278505174,8141,Snow,1001.7200770515766
9818.0,2024-08-02 11:40:00,London,Summer,14.565686198237437,,15.361103600255655,13.394976609054577,,Rain,1012.3625331460988
9376.0,2024-02-17 21:35:00,London,Winter,21.311601588777382,52.0,0.0,14.253865960904072,3703,Snow,996.0073378800862
,2024-07-16 06:30:00,London,Summer,7.172767121917212,86.0,18.868786735219636,24.927859152461718,5991,Clear,984.6620753301023
5997.0,2024-01-18 18:35:00,London,Winter,12.632347613522018,62.0,0.0,36.69469172007228,8760,Fog,999.545402978174
5585.0,2024-02-13 13:27:00,London,Winter,22.2392857955117,51.0,80.0,34.14278269851204,LOW,Clear,1006.5523600019866
6486.0,2024-08-28 01:35:00,London,Summer,24.381420020729173,71.0,4.0026731284829955,5.281837229541495,,Fog,1007.7185611998949
8927.0,2024-06-17 13:41:00,London,Summer,19.527962456208684,56.0,38.66793345656461,40.463602861124556,7170,Storm,1009.9209475887335
7772.0,2024-01-26 07:33:00,London,Winter,15.942947839985457,90.0,1.4721214016849204,25.51617989870906,4625,Clear,986.4270369309462
8652.0,2024-12-02 11:43:00,London,Winter,15.659961966548359,59.0,3.093354805618042,120.0,3352,Snow,988.9866847397387
9417.0,2024-12-09 09:42:00,London,Winter,9.77482769234021,90.0,2.1656627676439513,31.294477427361628,6324,Rain,1012.5036941087127
9011.0,2024-08-06 23:04:00,London,Summer,6.768965907614195,62.0,4.996526027328561,19.427158704900354,8699,Fog,988.3910126180893
8945.0,2024-12-14 23:19:00,London,Winter,21.24208403398189,61.0,15.252635921567766,45.94368028020711,5552,Snow,992.9498749594715
6613.0,2024-10-02 07:52:00,London,,16.178957133540877,52.0,25.221598441053356,9.991328148258795,1964,Storm,990.6454292031007
8195.0,2024-06-12 09:03:00,London,Summer,8.289814872953924,59.0,7.49856378784726,3.799375359505401,1999,Rain,1000.7413089466675
5473.0,2024-12-06 01:22:00,London,Winter,24.22878833204679,,19.968950947462318,23.161906604945592,5740,Snow,987.0738897603572
9732.0,2024-12-03 06:16:00,London,Winter,10.08240290863087,72.0,0.0,38.900409472101686,6932,Clear,999.8497385393528
6581.0,2024-11-05 04:28:00,London,Autumn,6.987231969054088,66.0,6.727461779001322,45.330753183604415,5445,Snow,1003.5164416033379
5970.0,2024-01-02 12:39:00,London,Winter,11.875796713585526,58.0,8.904088476303249,44.99121117027963,7419,Rain,996.1559349963546
7225.0,2024-06-24 23:28:00,London,Summer,23.13643974250041,62.0,0.0,0.0,6281,Clear,986.6114289297956
8882.0,2024-02-14 22:17:00,London,Winter,21.927227915139134,88.0,9.780396880890628,26.67006133170374,9799,Rain,1008.3052466728305
9392.0,2024-10-06 01:15:00,London,Autumn,15.589337155225065,75.0,18.270053314245352,43.54826090419494,8773,Clear,1024.8661770870028
5752.0,2024-11-22 10:47:00,London,Autumn,12.464643132709428,87.0,0.0,42.00851676357539,3828,Fog,989.1783452293189
9412.0,2024-02-07 10:36:00,London,Winter,17.190515469250716,62.0,2.9730133885452172,30.83271517636658,7952,Snow,989.6042972738026
5735.0,2024-07-15 00:09:00,London,Summer,10.912716058905108,68.0,0.0,39.7336184713485,7058,Storm,1018.5850937218158
5764.0,2024-10-01 05:31:00,London,Autumn,7.399960691012781,59.0,0.0,36.477151487229946,4343,Rain,1018.6307507024269
8936.0,2024-03-10 22:12:00,London,Spring,13.114402459472341,55.0,10.1835415928727,36.773368107657184,8863,Snow,1008.6362343313501
9948.0,2024-09-29 03:28:00,London,Autumn,16.224299581432614,71.0,11.541864811472148,16.638882282166527,8563,Clear,1007.9877602684135
6127.0,2024-06-26 16:24:00,London,Summer,24.72620173815288,80.0,16.940869680764123,8.892619674197949,5806,Rain,1021.4638643013456
8581.0,2024-01-05 05:27:00,London,Winter,24.690420128414935,73.0,4.206746359724883,35.39507175309279,7242,Storm,1004.7818167622287
8981.0,2024-03-12 16:39:00,London,Spring,10.19307599666038,60.0,0.0,13.371743394447314,8941,Fog,1017.4454350814025
9587.0,2024-07-25 02:48:00,London,Summer,24.448572763355656,54.0,0.0,13.463439300716761,1045,Snow,981.0944784328424
8287.0,2024-04-22 20:37:00,London,Spring,13.661723001407072,89.0,10.495055226443679,55.56520754780069,2394,Storm,1018.8187445862465
5945.0,2024-12-22 09:39:00,London,Winter,16.46771163686611,56.0,0.32027660131615043,24.94694030307573,9695,Fog,1021.0505827447282
9199.0,2024-02-01 00:22:00,London,Winter,7.744767224547823,59.0,0.4347693120301619,25.109500724266933,6880,Snow,1017.6312525351884
7407.0,2024-02-17 17:50:00,London,Winter,5.34092106222915,69.0,0.0,22.953219949339328,7680,Fog,980.8566628072957
7719.0,2024-08-28 00:36:00,London,Summer,17.08952864624911,58.0,7.301791462340669,25.956060775941097,5355,,1000.175282582123
9350.0,2024-03-05 00:51:00,London,Spring,10.248778364724867,59.0,4.90044587552322,40.11395998694817,3323,Fog,1024.3329577521
5347.0,2024-12-09 02:36:00,London,Winter,22.853280402164177,76.0,0.5787276934286698,15.40206035613226,6244,Clear,989.9075206358444
6421.0,2024-10-23 15:54:00,London,Autumn,23.566988087718475,50.0,0.0,27.285533759782034,8331,Clear,995.9279441740968
5472.0,2024-01-13 04:50:00,London,Winter,11.334469971277914,90.0,10.638488403085333,41.546811325467196,8116,Rain,1019.568755335139
6262.0,2024-02-22 03:57:00,London,Winter,8.293798762324617,50.0,24.729209276620235,65.22547734156443,2333,Clear,1000.7657441661134
8810.0,2024-04-02 03:18:00,London,Spring,14.089932955818094,51.0,22.0026496826054,34.975050528321574,9316,Storm,986.7193104014042
8883.0,2024-08-13 11:59:00,London,Summer,5.468340260792058,77.0,0.0,43.841363786652664,8541,Fog,996.0391893578154
7347.0,2024-05-27 03:10:00,London,Spring,22.263659451015734,76.0,80.0,35.3659869861818,1742,Fog,1001.2863704419282
7003.0,2024-09-19 20:22:00,London,Autumn,13.098542201885412,52.0,18.017427244552813,48.894129254963595,9242,Storm,996.9282680578154
9344.0,2024-04-06 16:43:00,London,Spring,19.93945503371947,62.0,20.526649205938234,42.641507343494894,2170,Snow,991.8326803453889
9010.0,2024-04-14 15:35:00,London,Spring,18.90981921142273,69.0,9.28834202941235,44.78159426268519,1699,Storm,993.2714441494077
9897.0,2024-04-10 21:35:00,London,Spring,12.59258963785615,62.0,7.275985470462915,46.116570656072696,2701,Snow,995.2706369267355
